Time,Error
74400,1472.900665
74460,1437.945735
74520,1409.550382
74580,1389.983906
74640,1380.544037
74700,1381.743657
74760,1393.482789
74820,1415.073152
74880,1445.116184
74940,1481.358064
75000,1520.677052
75060,1559.293124
75120,1593.18583
75180,1618.629905
75240,1632.733715
75300,1633.878704
75360,1621.98454
75420,1598.550942
75480,1566.455729
75540,1529.526257
75600,1491.95303
75660,1457.671069
75720,1429.866898
75780,1410.738642
75840,1401.530042
75900,1402.726125
75960,1414.228944
76020,1435.381053
76080,1464.838227
76140,1500.415395
76200,1539.062891
76260,1577.065939
76320,1610.456087
76380,1635.54495
76440,1649.463912
76500,1650.605979
76560,1638.89231
76620,1615.813586
76680,1584.225651
76740,1547.918002
76800,1511.026153
76860,1477.415915
76920,1450.198633
76980,1431.503127
77040,1422.521278
77100,1423.711703
77160,1434.978572
77220,1455.694115
77280,1484.566588
77340,1519.478043
77400,1557.450176
77460,1594.833905
77520,1627.714132
77580,1652.441007
77640,1666.170393
77700,1667.307597
77760,1655.77516
77820,1633.053678
77880,1601.975405
77940,1566.29023
78000,1530.077431
78060,1497.13345
78120,1470.495536
78180,1452.225218
78240,1443.464698
78300,1444.647509
78360,1455.68003
78420,1475.962952
78480,1504.255114
78540,1538.503868
78600,1575.801239
78660,1612.563808
78720,1644.93067
78780,1669.291732
78840,1682.828434
78900,1683.958994
78960,1672.607188
79020,1650.242755
79080,1619.673085
79140,1584.6072
79200,1549.067389
79260,1516.780974
79320,1490.71252
79380,1472.858368
79440,1464.313115
79500,1465.486528
79560,1476.287224
79620,1496.143166
79680,1523.861849
79740,1557.454019
79800,1594.080696
79860,1630.223775
79920,1662.076938
79980,1686.070715
80040,1699.412937
80100,1700.535193
80160,1689.362409
80220,1667.352824
80280,1637.28802
80340,1602.83526
80400,1567.959523
80460,1536.319624
80520,1510.808993
80580,1493.36095
80640,1485.024515
80700,1486.186913
80760,1496.758976
80820,1516.194797
80880,1543.348643
80940,1576.292643
81000,1612.255365
81060,1647.78333
81120,1679.124916
81180,1702.751787
81240,1715.898793
81300,1717.011202
81360,1706.015044
81420,1684.35656
81480,1654.790818
81540,1620.942772
81600,1586.720111
81660,1555.713969
81720,1530.74836
81780,1513.695718
81840,1505.56144
81900,1506.711318
81960,1517.058414
82020,1536.081822
82080,1562.68072
82140,1594.986649
82200,1630.294116
82260,1665.213394
82320,1696.04738
82380,1719.309184
82440,1732.261043
82500,1733.362198
82560,1722.539672
82620,1701.227365
82680,1672.153366
82740,1638.900018
82800,1605.317959
82860,1574.931705
82920,1550.497616
82980,1533.829341
83040,1525.890496
83100,1527.026479
83160,1537.152567
83220,1555.771761
83280,1581.826389
83340,1613.505433
83400,1648.167685
83460,1682.486142
83520,1712.817872
83580,1735.717489
83640,1748.474907
83700,1749.56348
83760,1738.911207
83820,1717.93937
83880,1689.348776
83940,1656.67908
84000,1623.724324
84060,1593.943566
84120,1570.027274
84180,1553.732347
84240,1545.982308
84300,1547.103142
84360,1557.012252
84420,1575.235571
84480,1600.756868
84540,1631.82067
84600,1665.848411
84660,1699.574707
84720,1729.410285
84780,1751.951243
84840,1764.515303
84900,1765.590075
84960,1755.104495
85020,1734.467087
85080,1706.351192
85140,1674.253872
85200,1641.913131
85260,1612.723769
85320,1589.312058
85380,1573.379999
85440,1565.812552
85500,1566.917091
85560,1576.613038
85620,1594.448298
85680,1619.446572
85740,1649.906136
85800,1683.309521
85860,1716.45191
85920,1745.797186
85980,1767.982855
86040,1780.3546
86100,1781.414444
86160,1771.092341
86220,1750.784022
86280,1723.135356
86340,1691.600976
86400,1659.863414
86460,1631.254207
86520,1608.336815
86580,1592.759668
86640,1585.370166
86700,1586.457385
86760,1595.942417
86820,1613.394105
86880,1637.874652
86940,1667.734716
87000,1700.516789
87060,1733.076123
87120,1761.929877
87180,1783.757682
87240,1795.934453
87300,1796.978581
87360,1786.824637
